sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,lnlike,likelihood,prior_prob
25101,2.692763782163,0,0.37584112291067,0.8,0.182398366382982,1,8,2.06835851810079,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.000953212975595363,0,1.25700703123572,0,0,0,-0.489415874721837,0,0,2.04910051096858,0,0,0.880969425558823,-2011.84984033608,-1550.25651205451,-461.59332828157
25201,3.17193689713656,0,0.482947070940246,0.8,0.186703437061441,1,8,2.11914505229211,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.346751514675127,0,1.09764866906912,0,0,0,-0.181915020706534,0,0,2.69598911935976,0,0,1.16307473893588,-1916.39092449882,-1536.67307684176,-379.717847657064
25301,3.44550901972829,0,0.469118747531844,0.8,0.182154875202914,1,8,2.12757897647145,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.274228745915943,0,0.939444458290246,0,0,0,-0.427027639261284,0,0,2.24073602613325,0,0,0.861218717229446,-1898.09291272839,-1537.33851842732,-360.754394301079
25401,3.03404816931871,0,0.895398406503508,0.8,0.168488226647307,1,8,2.13813060117194,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.340101585914951,0,1.20703480905324,0,0,0,-0.438222280636748,0,0,2.26461587305609,0,0,1.24871303287619,-1982.33261935084,-1538.92254545664,-443.4100738942
25501,3.29640718639765,0,0.809927559837442,0.8,0.207353356086452,1,8,2.02804338224678,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.41113144522491,0,1.34587459233085,0,0,0,-0.230922603238734,0,0,2.62950415158394,0,0,1.52275956416682,-1883.76866357591,-1543.69590602391,-340.072757551999
25601,3.23704309677423,0,0.913765018048242,0.8,0.161863889582756,1,8,2.07043800624116,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0921334013799848,0,1.34253262208611,0,0,0,-0.244432381908738,0,0,2.55000828315387,0,0,1.15033401205285,-1898.47638460489,-1544.4985021384,-353.977882466498
25701,3.45388532228155,0,0.969064350604911,0.8,0.221961373231461,1,8,2.07043800624116,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.289633017695576,0,1.21319598105419,0,0,0,-0.397782542582249,0,0,2.36278303513396,0,0,1.40511043905712,-1928.71783618932,-1551.59432196493,-377.123514224394
25801,4.0013572944928,0,0.902327225391396,0.8,0.192245651675988,1,8,2.14669643876401,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.154263673833267,0,0.990611047231093,0,0,0,-0.663587390375222,0,0,2.2534081881889,0,0,1.25131191632132,-1856.81033114813,-1532.62919638927,-324.181134758857
25901,3.42823363792627,0,0.797111890485995,0.8,0.1858452042351,1,8,2.14714082157668,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0146209406215583,0,1.12472331932254,0,0,0,-0.571197771637252,0,0,2.56281320677367,0,0,1.24692809250673,-1867.45341384525,-1533.71380847364,-333.73960537161
26001,3.51272233342686,0,0.908980671900749,0.8,0.188311270004553,1,8,1.95460551518162,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0497440932962396,0,1.41165619759499,0,0,0,-0.158302366552456,0,0,2.15483652341505,0,0,0.948335518222273,-1842.53128961827,-1528.94158151413,-313.589708104146
26101,3.57134947666859,0,0.886583272290508,0.8,0.202309219850333,1,8,2.01548244779586,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.378309629508046,0,1.39753432964109,0,0,0,-0.0128023507947264,0,0,2.5678588215044,0,0,1.50413963662065,-1889.29512835735,-1537.82098556484,-351.474142792507
26201,3.53168978678583,0,0.653607595545195,0.8,0.179056717576787,1,8,1.97091284572221,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.418712378283034,0,1.30967026563572,0,0,0,0.0900777909111188,0,0,2.47574919913823,0,0,1.05197890258894,-1869.34737018147,-1533.3502321251,-335.997138056374
26301,3.95658005624971,0,0.887127083004236,0.8,0.179056717576787,1,8,1.95536018657917,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.418712378283034,0,1.33993677980456,0,0,0,-0.178870709433963,0,0,2.63786965718438,0,0,1.10459134370249,-1846.88313335234,-1539.06859731666,-307.814536035682
26401,3.99175781319752,0,0.973889125203702,0.8,0.170038291138109,1,8,2.01902427170531,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.06919531610012,0,1.18787826541224,0,0,0,-0.0511081669396258,0,0,2.28913517392146,0,0,0.99281604445394,-1864.20439168248,-1521.68315309206,-342.521238590419
26501,3.64203102286539,0,0.775780815016314,0.8,0.16029751260172,1,8,2.0515849027398,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.144175484821449,0,1.07089564101142,0,0,0,-0.656502146820504,0,0,2.56804189301154,0,0,1.01562303496658,-1854.00918594338,-1520.92574561105,-333.083440332331
26601,3.37771396667764,0,0.979592841988925,0.8,0.132804339391433,1,8,2.150152711156,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.237096631918271,0,0.825606085796975,0,0,0,-0.675722985922287,0,0,2.26059774379502,0,0,1.1725105563761,-1888.57921088361,-1546.16914292548,-342.410067958133
26701,2.90247005325156,0,0.88156212006414,0.8,0.129786494642816,1,8,2.4390229307448,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.492808389990875,0,0.752883471082747,0,0,0,-0.675722985922287,0,0,2.65781139563279,0,0,0.79780578073493,-1936.46551091431,-1575.92892949118,-360.53658142313
26801,2.63931582198962,0,0.844794422949062,0.8,0.106335556154796,1,8,2.20415978419932,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.628066964034436,0,0.981334665021795,0,0,0,-0.604303411751698,0,0,2.51193447346386,0,0,0.67080799012083,-1884.01867838253,-1575.2575740994,-308.761104283132
26901,2.67505427505598,0,0.837237317498831,0.8,0.162122978001642,1,8,2.20414559372423,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0685485846850584,0,1.11248729164108,0,0,0,-0.412331627374498,0,0,2.29413025674866,0,0,1.0912336036451,-1959.79133094081,-1578.09408366683,-381.697247273976
27001,2.61400747140903,0,0.915755317230961,0.8,0.142944915486306,1,8,2.15373175056712,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.212703068825849,0,1.17107975613815,0,0,0,-0.308017449707582,0,0,2.58978879866261,0,0,1.02291853403619,-1969.73714218317,-1578.61974674155,-391.117395441615
27101,3.03521816728947,0,0.808149738692821,0.8,0.133431712649272,1,8,2.25723519181296,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.105359975491713,0,0.731369172798923,0,0,0,-0.225406358876424,0,0,2.10633026141479,0,0,0.684781438280131,-1958.75211962047,-1567.62643835211,-391.125681268367
27201,2.99057253439172,0,0.742105680800465,0.8,0.166439446265814,1,8,2.28458119519785,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.022900355147407,0,0.932763076501402,0,0,0,-0.694241023988378,0,0,2.26678495803056,0,0,1.02086001622239,-1948.40598459796,-1577.64766958355,-370.758315014415
27301,2.94416032455194,0,0.869709868624995,0.8,0.124659802236905,1,8,2.14274790917891,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0404844188918601,0,1.06517617144636,0,0,0,0.020196438887814,0,0,2.554513504074,0,0,0.953904664909704,-1898.71840854683,-1562.40335154428,-336.315057002555
27401,2.86325237877584,0,0.697663382409978,0.8,0.136584492727708,1,8,1.91594327273184,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.393080271087582,0,1.48601598199092,0,0,0,0.16972521125287,0,0,2.72545102152167,0,0,0.885264289387743,-1837.62144655829,-1534.58000451228,-303.041442046005
27501,2.94363865471006,0,0.683768506982799,0.8,0.153633800375766,1,8,1.99033102718708,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.202812234890142,0,1.15586485273874,0,0,0,-0.137046675934964,0,0,2.57719611432905,0,0,0.751937123922462,-1935.54512108997,-1557.51413219148,-378.030988898491
27601,3.06389855955354,0,0.713376104462986,0.8,0.154832710471825,1,8,2.16573502086756,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0857327670261112,0,1.1432464600269,0,0,0,0.00276143112598337,0,0,2.51432527407621,0,0,0.853641365231482,-1844.76855791111,-1555.73169589014,-289.036862020973
27701,3.59307201061275,0,0.89120516680318,0.8,0.198854198738541,1,8,2.14164216108648,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.246852699276838,0,1.31315096580942,0,0,0,-0.316821936135391,0,0,2.44735907759579,0,0,1.20740464697247,-1859.21513206897,-1549.25761669217,-309.957515376801
27801,3.88661368511286,0,0.990640883815542,0.8,0.182156686788037,1,8,2.13145569018911,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.279700601675128,0,0.906621351566279,0,0,0,-0.374459207652244,0,0,2.30497169896732,0,0,1.10282446085781,-1819.56925031299,-1525.00684070878,-294.562409604213
27901,3.92201370681675,0,0.973903113101325,0.8,0.182156686788037,1,8,2.08355413395687,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0890999116614282,0,0.937908871522919,0,0,0,-0.627950421055722,0,0,2.48513738942558,0,0,1.14646675832146,-1878.85596282726,-1551.04820230105,-327.807760526211
28001,3.45963727516909,0,0.964859575611219,0.8,0.133837451851665,1,8,2.07389486975102,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.227061119615087,0,0.880590104407185,0,0,0,-0.686572972292574,0,0,2.42960361725036,0,0,0.867797938483923,-1932.08737511734,-1547.20468628266,-384.882688834688
28101,3.57493659063641,0,0.977926299040549,0.8,0.166757932213925,1,8,2.07962063998345,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0705142700945833,0,1.32076039198804,0,0,0,-0.179550158615,0,0,2.59303370618096,0,0,1.04460098107513,-1882.55606222275,-1540.59897060413,-341.957091618616
28201,3.8422285979367,0,0.983847885615803,0.8,0.17903824478801,1,8,2.12755138055275,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.28297055587226,0,1.0789202799645,0,0,0,-0.265714357936896,0,0,2.52697399246943,0,0,0.888575046925629,-1875.26509423244,-1532.07050960221,-343.194584630229
28301,3.43526643889473,0,0.843893946614321,0.8,0.173192982821061,1,8,1.98824476335342,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.176003988755052,0,1.42027028938742,0,0,0,-0.365832729111572,0,0,2.48522790503212,0,0,1.41334084516851,-1893.77253350793,-1533.78381441358,-359.988719094352
28401,3.38465566243937,0,0.47107861979014,0.8,0.206311352556935,1,8,1.95828233802601,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.389322024586079,0,1.45721877375406,0,0,0,-0.000174359148827907,0,0,2.6594504802918,0,0,1.3040979379321,-1854.30233172204,-1520.86435424891,-333.437977473124
28501,2.83440781191887,0,0.508968720471715,0.8,0.212319414335749,1,8,1.9460753559498,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.325001460573901,0,1.50108831887929,0,0,0,-0.299316466698536,0,0,2.78996172048115,0,0,1.56362910325979,-1900.01892857127,-1560.31101314931,-339.707915421962
28601,2.88606432855325,0,0.413295320318701,0.8,0.187567428560324,1,8,2.10651727476804,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.262444309177007,0,1.37129167179861,0,0,0,-0.171299153504393,0,0,2.58684230137509,0,0,1.23565109438268,-1930.11114307297,-1540.2105808627,-389.900562210272
28701,3.04688312683367,0,0.576728003753204,0.8,0.206851729827973,1,8,2.20199485525602,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.235679341596067,0,1.13133600129771,0,0,0,-0.0922339628077804,0,0,2.58684230137509,0,0,1.13279798571921,-1971.52020913127,-1560.90398575659,-410.616223374681
28801,3.29735175216954,0,0.658227271688473,0.8,0.192160874153674,1,8,2.0355885516303,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.377178138850423,0,1.28852971087697,0,0,0,-0.365685836458183,0,0,2.73165527398872,0,0,1.03153125807033,-1906.17836107746,-1530.60104899538,-375.577312082074
28901,3.39732640211327,0,0.925770710555507,0.8,0.17616744925322,1,8,2.02145903351066,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.229651135837468,0,1.41902232469755,0,0,0,-0.282321668238008,0,0,2.34082313376498,0,0,1.45756247577087,-1901.80535459785,-1544.43672527916,-357.368629318698
29001,3.17750910066477,0,0.41121934523768,0.8,0.217229399785305,1,8,2.09404052285375,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.19872771449512,0,1.46125970395199,0,0,0,-0.579116816535823,0,0,2.37287018498208,0,0,1.24703060082156,-1902.69898918649,-1562.1353507509,-340.563638435594
29101,3.11211848107449,0,0.742185130843657,0.8,0.219293171559241,1,8,2.03825877052298,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.494723310014249,0,1.37239744913219,0,0,0,-0.293735101834415,0,0,2.65733455795683,0,0,1.08810395555051,-1934.8384153506,-1533.18368073343,-401.654734617164
29201,2.95154002999729,0,0.905789613390173,0.8,0.153105049230035,1,8,2.08613770598354,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0388843519868014,0,0.893544971878447,0,0,0,0.241355775033108,0,0,2.4463112254552,0,0,0.964226612848474,-1987.93193358746,-1562.92426641404,-425.007667173421
29301,3.02232827332955,0,0.687710815640231,0.8,0.167857502902381,1,8,2.13098910227967,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.249520758687142,0,1.32651210066292,0,0,0,-0.114709645985907,0,0,2.85358993522341,0,0,1.35916065845806,-1906.39645921847,-1547.46267536239,-358.933783856084
29401,2.78562920994873,0,0.918856628085907,0.8,0.17294140703735,1,8,2.06411734580691,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.332723600721017,0,1.40883746982257,0,0,0,0.122864861784127,0,0,2.8846329806165,0,0,1.28371864295999,-1866.57196718999,-1566.52520812755,-300.046759062438
29501,3.10743009494204,0,0.707809826034141,0.8,0.182854027409463,1,8,2.10753695729099,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.134968605463661,0,1.34588694492927,0,0,0,-0.0529673741992287,0,0,2.59152230773669,0,0,1.52096311633726,-1900.77494958391,-1560.71560317756,-340.059346406357
29601,3.24937980269366,0,0.79373486733996,0.8,0.204489804734006,1,8,2.05145560187559,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.212957861715272,0,1.14571953062437,0,0,0,-0.318731622126141,0,0,2.24663394827857,0,0,1.21176622581644,-1958.49818976431,-1547.43733353665,-411.060856227662
29701,3.2052627026434,0,0.974359666910024,0.8,0.166647715379146,1,8,2.14730423746383,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.15446040147317,0,1.02591312787819,0,0,0,-0.453387964856527,0,0,2.64251831957469,0,0,1.21877231581506,-1866.72881691695,-1557.19733789743,-309.531479019516
29801,2.87849190753128,0,0.940353056582792,0.8,0.148654164829806,1,8,2.17221243122563,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0482586145714965,0,1.02599621102208,0,0,0,-0.272089307731362,0,0,2.37625566931855,0,0,0.947930371038002,-1865.14724850466,-1565.24053481415,-299.90671369051
29901,3.64927205811374,0,0.779339284109834,0.8,0.150035829704824,1,8,2.1036887874772,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.387957124459726,0,0.636660769129944,0,0,0,-0.774045886570761,0,0,2.20041263035999,0,0,0.778980053301922,-1872.62015421155,-1535.389590089,-337.230564122556
30001,3.54963924261439,0,0.666202456633819,0.8,0.185023791188389,1,8,2.17078065451988,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0137963813744255,0,1.04902142637398,0,0,0,-0.400984535654413,0,0,2.52404232872983,0,0,0.967563822573792,-1900.38555066811,-1543.84453872104,-356.541011947078
30101,4.11498787746774,0,0.726620798583312,0.8,0.201970389050108,1,8,1.95083341860198,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.317942911372792,0,1.43914478184076,0,0,0,-0.165841365134871,0,0,2.96373411709985,0,0,1.44709463118374,-1826.61769432495,-1540.20796366657,-286.409730658381
30201,4.69228416313216,0,0.941153373783307,0.8,0.2263494370681,1,8,2.01275553439246,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.452797205705823,0,1.56322441275534,0,0,0,0.0443800993961543,0,0,2.7592576197888,0,0,1.44211755744936,-1834.25709628016,-1544.93479477294,-289.322301507226
30301,4.2617055690185,0,0.98105670703549,0.8,0.190816360227763,1,8,1.95330259868452,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.297550040597988,0,1.12413728398262,0,0,0,0.0120323646645648,0,0,2.70436860799328,0,0,1.38196792900605,-1821.68449560212,-1513.52107608124,-308.163419520878
30401,3.40192488456411,0,0.996094705646804,0.8,0.185032075113117,1,8,2.05937090322922,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.424828371608197,0,1.25736562373474,0,0,0,-0.162877009777203,0,0,2.90330883179265,0,0,1.28905621621206,-1903.71514541638,-1558.29984514707,-345.415300269316
30501,3.32127949086242,0,0.894571443810123,0.8,0.18719340060106,1,8,2.06370076475271,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.426677497565078,0,1.39151418328749,0,0,0,0.36363269176247,0,0,2.90514754098315,0,0,1.50813434291589,-1812.634787168,-1545.99917053285,-266.635616635149
30601,3.35864397148703,0,0.719122699978979,0.8,0.188426845033091,1,8,2.0175727734854,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.120526241103805,0,1.01702828776839,0,0,0,-0.10993620915835,0,0,2.80510529262419,0,0,0.8000354577333,-1863.37526383649,-1526.15661026718,-337.218653569311
30701,3.17828960098799,0,0.665484784883321,0.8,0.253682904430141,1,8,1.99326226997417,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.406361434273152,0,1.70737328738253,0,0,0,-0.149273939472959,0,0,2.82270583643284,0,0,1.46389492459195,-1899.425603164,-1536.51449876216,-362.911104401839
30801,3.28935999324526,0,0.780964665885273,0.8,0.190818126271477,1,8,2.02341624461358,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.584473389214082,0,1.54256263775035,0,0,0,-0.054895264354097,0,0,2.43678392557559,0,0,1.26549357205274,-1890.06309308195,-1530.74660323671,-359.316489845246
30901,3.7611510149146,0,0.964096839640311,0.8,0.183912884454424,1,8,2.05373019722867,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.136900716687614,0,1.0749181544245,0,0,0,-0.234003339069424,0,0,2.1933754485633,0,0,0.928573370340771,-1976.02074267987,-1526.12562428328,-449.895118396588
31001,3.49047742408549,0,0.793913685351049,0.8,0.164479307937779,1,8,2.09006334594704,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0764120856534332,0,1.0266340549518,0,0,0,-0.712818525133353,0,0,2.03978301130235,0,0,0.881857049189213,-1932.32225539083,-1549.07998818275,-383.242267208074
31101,3.54320035884265,0,0.809183012205095,0.8,0.165862714662734,1,8,2.1268250436413,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.109067032249092,0,1.24252663854291,0,0,0,-0.871884637271791,0,0,1.81314682926344,0,0,0.633283554702109,-1911.43635263285,-1540.00841785182,-371.427934781034
31201,3.41226591429283,0,0.896848799376054,0.8,0.162892198697511,1,8,2.17072585823932,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.134266161349661,0,0.97732026435871,0,0,0,-0.340405784904365,0,0,1.97173389644979,0,0,0.966903621344229,-1958.184238651,-1537.89065798016,-420.293580670835
31301,3.48773423015189,0,0.884817252480711,0.8,0.164860808647742,1,8,2.1347450694564,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.101365573150509,0,1.23336841470949,0,0,0,-0.416682689177423,0,0,2.29528126403126,0,0,0.889729221023751,-1860.86631419562,-1545.36274015404,-315.503574041579
31401,3.44013779388438,0,0.942897053663648,0.8,0.159710934855307,1,8,2.07784322469074,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0126514777613891,0,0.681478658409014,0,0,0,-0.809751216151681,0,0,2.28175112008592,0,0,0.764091535677777,-1887.55895501013,-1544.29941312435,-343.259541885783
31501,3.85162918240583,0,0.97008872192495,0.8,0.160542937139274,1,8,2.10899304429948,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0197032760346128,0,0.690933783665873,0,0,0,-0.13506133343023,0,0,2.24461439135709,0,0,0.651336196371028,-1893.06864200723,-1539.11696832741,-353.951673679821
31601,3.7583004721162,0,0.785098900033898,0.8,0.169054169132391,1,8,2.04165118538258,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.13204596194059,0,0.824823988939222,0,0,0,-0.487196640561898,0,0,2.45172380200428,0,0,0.898695700821456,-1867.74853318041,-1541.91247363085,-325.836059549556
31701,3.32039735831293,0,0.785098900033898,0.8,0.167597172472945,1,8,1.98915459348842,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.205786736219659,0,1.53697612331527,0,0,0,-0.556429421564932,0,0,2.67457726763175,0,0,1.23303068130759,-1908.60339831741,-1533.01107391949,-375.592324397918
31801,3.33689368265938,0,0.960063546656666,0.8,0.150677806038619,1,8,2.09381736057535,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.127612569286833,0,1.3038195283353,0,0,0,-0.241000094821656,0,0,2.65353462870445,0,0,0.936962313124687,-1885.31764155368,-1534.64639930215,-350.671242251532
31901,2.694523362331,0,0.959334567766339,0.8,0.122411412204012,1,8,2.08783443320041,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0514164906327412,0,1.3511304853454,0,0,0,0.0159361341469522,0,0,2.6251144745353,0,0,1.05035998794045,-1909.1581600046,-1556.11711379991,-353.041046204695
32001,2.80088671541442,0,0.753507115262666,0.8,0.146505773814298,1,8,2.08783443320041,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0724171542995675,0,1.01736330786634,0,0,0,-0.216697185556662,0,0,2.59257860120385,0,0,1.10906520774715,-1952.12412009612,-1538.65303959004,-413.471080506076
32101,2.98436926005207,0,0.721895601873904,0.8,0.131069363531575,1,8,2.17632623698953,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0103590854916114,0,1.21920197890522,0,0,0,-0.297860867256512,0,0,2.74812347684511,0,0,1.07985145733485,-1924.83755105595,-1546.35709718462,-378.480453871331
32201,2.83276932230001,0,0.847705336932966,0.8,0.147104135825341,1,8,2.03762850268659,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.13028888864945,0,1.40887146242229,0,0,0,-0.277938378996425,0,0,2.86901343728761,0,0,0.995298998782995,-1957.11562719197,-1557.05352467863,-400.06210251334
32301,3.10801130660459,0,0.781466018161635,0.8,0.147104135825341,1,8,2.10555280072761,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.226960231356841,0,1.1200098673353,0,0,0,-0.423205275475241,0,0,2.35559081096751,0,0,0.549341494574768,-1950.07032732493,-1556.73406584085,-393.336261484079
32401,3.64803593006287,0,0.868685422182366,0.8,0.173677490342365,1,8,2.04962658850474,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0210941894430734,0,0.711748844085181,0,0,0,-0.262848420304946,0,0,2.51921932027437,0,0,0.989528239014605,-1966.09545854993,-1531.54841976904,-434.547038780885
32501,3.41411855017135,0,0.880221999662541,0.8,0.182753207929746,1,8,2.10830362666897,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.34395985206041,0,0.672271898028583,0,0,0,-0.213030487996632,0,0,2.22221558208199,0,0,0.78904043146779,-1940.48889082348,-1538.6438209967,-401.845069826781
32601,2.99533221741804,0,0.554779498666975,0.8,0.195394394302849,1,8,2.11471973137389,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0390990523999459,0,1.23798680367263,0,0,0,-0.413540765908274,0,0,2.31528231959493,0,0,1.09928044502721,-1958.79014481998,-1556.00543604592,-402.78470877406
32701,3.2120786012416,0,0.49225249068563,0.8,0.213314651942807,1,8,2.13947003539307,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.138141027427922,0,0.765555429908251,0,0,0,-0.441793188433766,0,0,2.52219004976191,0,0,1.31088413003653,-1979.28407893091,-1552.02015551065,-427.263923420266
32801,3.37060297191049,0,0.881670967204796,0.8,0.171615724675399,1,8,2.10696842052013,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0783006896589171,0,0.849214550235205,0,0,0,0.0896704328923672,0,0,2.48543943592114,0,0,0.997696714776557,-1920.98889223831,-1544.32843587362,-376.660456364688
32901,3.82444906315051,0,0.554684263006956,0.8,0.177124585520819,1,8,2.17606798685143,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.285777912268497,0,0.961483296036288,0,0,0,-0.297291994352722,0,0,2.31469154067985,0,0,0.803407299444374,-1900.477035766,-1536.8864461389,-363.590589627095
33001,3.80014323440173,0,0.95206190313934,0.8,0.179295315155459,1,8,2.16201820726846,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.125977796876315,0,1.1415730123484,0,0,0,-0.367628052311061,0,0,2.01891618126127,0,0,0.957706052905531,-2017.53175114656,-1541.66524451397,-475.866506632598
33101,3.64249959703605,0,0.917017925114261,0.8,0.14433350133327,1,8,2.23168084097624,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.357852302969073,0,0.945128554217503,0,0,0,-0.432691798047924,0,0,2.40065046923414,0,0,0.988520500571645,-1896.54645434136,-1552.29270946094,-344.253744880417
