sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,lnlike,likelihood,prior_prob
17501,4.98677913518005,1.06243841986797,0.380478664177135,0.8,0.204102782909199,1,8,2.0389858501028,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2135.57396195725,-1641.08818743808,-494.485774519172
17601,5.21510968451938,1.05060754565612,0.429842176859886,0.8,0.19677197963535,1,8,2.01403568449003,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2105.43133115594,-1619.47639679778,-485.95493435817
17701,5.28857890578029,1.16577771696616,0.498125979945406,0.8,0.200750459022146,1,8,1.9535526843355,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2115.23380346487,-1611.91947619956,-503.314327265308
17801,4.93190572202917,0.710532754317833,0.330792623418645,0.8,0.220721261257841,1,8,1.95434983691394,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2121.28654840897,-1611.50263682707,-509.783911581893
17901,4.86140968093156,0.660556069446404,0.413226550068139,0.8,0.200720074590662,1,8,1.91003036196961,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2109.01167141438,-1633.92471971086,-475.086951703528
18001,4.95818653298956,2.81336033778779,0.438228494347127,0.8,0.186654642749089,1,8,1.89618274425925,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2087.02161467708,-1632.44987750664,-454.571737170437
18101,5.04932806224678,1.73268839791865,0.404489873546173,0.8,0.204415344534359,1,8,1.83127358685058,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2028.00700982593,-1589.51092408364,-438.496085742292
18201,4.77123287060933,3.225337037122,0.394224666319041,0.8,0.182518889249504,1,8,2.05727922986579,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2082.96867690165,-1636.88615999551,-446.082516906137
18301,5.0640721682422,0.787981422888854,0.529679451373171,0.8,0.188108581963091,1,8,2.06175981585416,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2097.95500315897,-1623.68533530627,-474.2696678527
18401,5.45909592137488,0.944780232001333,0.585072996788278,0.8,0.21031741960038,1,8,1.8874202875088,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2113.64155905184,-1640.50432244504,-473.137236606795
18501,5.34039568752054,0.520183503993254,0.48618351600605,0.8,0.205606076243092,1,8,1.99322218617238,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2077.19392420315,-1631.13749206902,-446.056432134137
18601,5.25627013398048,1.04175673572914,0.498189779693472,0.8,0.204007236588674,1,8,1.99110021604051,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2049.78634621756,-1622.93511639756,-426.851229819999
18701,5.38700062487792,0.311221634927558,0.45011816193404,0.8,0.205360965314083,1,8,2.01710003086393,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2018.88309788942,-1626.73306426597,-392.150033623452
18801,5.25827064018863,0.195040252613333,0.453105070901572,0.8,0.19725002589021,1,8,2.00699776815882,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2051.15599415231,-1632.75361906784,-418.402375084475
18901,5.70315745658218,0.698268045499374,0.402061658319281,0.8,0.20445196265311,1,8,1.95951486879377,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2053.92957130986,-1633.22701029608,-420.702561013779
19001,5.53451986035646,0.85452983882317,0.553685799915128,0.8,0.195249710676344,1,8,1.95901728047034,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2052.15934548988,-1626.31856531466,-425.840780175214
19101,5.42241061357113,0.820719631577401,0.462296056046901,0.8,0.197456268688273,1,8,1.88053882892039,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2055.01978105392,-1601.84375796018,-453.176023093741
19201,5.22928255135583,0.900657368704723,0.503056874831982,0.8,0.196957737385416,1,8,2.00185199953555,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2098.16059944899,-1625.63835985567,-472.522239593328
19301,5.8213410875961,1.21631560159927,0.519465313753752,0.8,0.210968447434608,1,8,1.85753032078216,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2042.4457381747,-1610.82524575561,-431.620492419094
19401,4.946483874693,0.0306967976103505,0.393152256732565,0.8,0.202556250278935,1,8,1.90765786047933,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2072.24925641668,-1645.19670337565,-427.052553041036
19501,5.18666782664518,1.20682792528606,0.553641982356439,0.8,0.197961594873739,1,8,2.02298687785343,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2026.37782528346,-1632.9425880017,-393.435237281762
19601,5.14643750676619,2.13022562769875,0.477661978218268,0.8,0.206789560516709,1,8,1.9480842244479,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2062.67257290673,-1621.76985500236,-440.902717904367
19701,5.08204066981498,2.31522856750998,0.607132742236865,0.8,0.191938662156349,1,8,2.09308446477104,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2083.13927060871,-1641.87790312514,-441.261367483572
19801,5.64250107328955,0.975018918805797,0.587777619585592,0.8,0.212507501129605,1,8,1.95387916106989,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2039.10034228366,-1622.23213003105,-416.868212252603
19901,5.02403128860862,1.01074919816007,0.415837657275131,0.8,0.205604587519745,1,8,1.98272500461013,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2121.37841419537,-1658.36260525177,-463.015808943591
20001,4.78182152696737,2.55707713803243,0.350925284859494,0.8,0.192626471721776,1,8,1.99904097440813,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2071.30912084108,-1626.62364947033,-444.685471370757
20101,4.77384357368669,3.00701064958874,0.413133699206828,0.8,0.206797115712712,1,8,2.00794767093556,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2092.27376234795,-1615.96209284266,-476.311669505287
20201,4.99210464414497,1.87972765070203,0.452585877636493,0.8,0.200603657303505,1,8,1.9642446150472,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2050.75539466641,-1637.8198795488,-412.935515117619
20301,4.54250266170361,3.1991134878434,0.391338023096924,0.8,0.186644248579739,1,8,2.08228183688449,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2088.07056520355,-1632.28716001105,-455.783405192499
20401,5.06474746548488,0.544144230017932,0.375274040770872,0.8,0.204133019480398,1,8,1.90292764595651,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2047.51866674356,-1608.29385908391,-439.224807659648
20501,5.18696685301881,0.836820739081504,0.494793130139453,0.8,0.186269646053881,1,8,1.928941436901,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2041.92008390522,-1632.55065353919,-409.369430366034
20601,4.11686182653092,2.4419151314535,0.317715040726698,0.8,0.181864443705405,1,8,2.01705006514631,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2076.89174988123,-1637.3030121328,-439.588737748424
20701,4.60603060980108,3.43223303475572,0.311521901662407,0.8,0.200037284516557,1,8,2.05578346383033,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2048.81745274603,-1621.29677601934,-427.520676726689
20801,4.82465178657393,2.01972468037913,0.398089005885868,0.8,0.20638606067197,1,8,1.97779765948599,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2075.91743398108,-1630.62548868059,-445.291945300492
20901,5.05274383119783,0.135039564415601,0.407972479750443,0.8,0.206647853583327,1,8,1.94636052834009,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2062.4973413294,-1609.03780660255,-453.459534726857
21001,5.48516016253291,0.134248187210075,0.421480664066159,0.8,0.218878362794362,1,8,1.95993843388115,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2062.02894310631,-1615.31749998067,-446.711443125642
21101,5.30071623094876,3.07843297956162,0.495316987596161,0.8,0.207453296974269,1,8,2.09420470953493,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2066.53933574693,-1629.95619113678,-436.583144610153
21201,5.22337543162322,1.81532110862259,0.610757045800135,0.8,0.190466716307212,1,8,1.99285694572477,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2068.47338259992,-1668.26203565498,-400.211346944937
21301,6.06494114544954,0.250438822572346,0.44859487487013,0.8,0.216443417042801,1,8,1.99327948869069,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2027.11959458177,-1620.74474487192,-406.374849709853
21401,5.27919096035949,0.816944525217209,0.424534382490728,0.8,0.205144769065133,1,8,1.96566892840717,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2092.9794615409,-1646.71488932015,-446.264572220753
21501,5.28693822204905,0.495590838810241,0.598958412136165,0.8,0.186928300783729,1,8,1.98343330174143,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2089.81909914452,-1633.46463146646,-456.354467678057
21601,5.15736489851532,1.15010278320982,0.541245121094329,0.8,0.203120913977948,1,8,1.97985532496364,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2122.98323730941,-1638.32358801809,-484.659649291317
21701,5.13418605994208,0.669115644359564,0.341530561007293,0.8,0.196138360876539,1,8,1.90353780150838,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2040.68776690286,-1589.87668933896,-450.811077563908
21801,4.95725747050323,1.25159474186495,0.431560644058208,0.8,0.201666201636178,1,8,1.92923265248928,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2075.89939080521,-1612.70303881232,-463.196351992889
21901,5.25300962179184,0.158269452016782,0.434551176932151,0.8,0.197763353866917,1,8,1.94416491689138,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2095.07524724596,-1632.58531540176,-462.489931844204
22001,5.42315860925789,0.785277838918541,0.327822973945281,0.8,0.231189913026947,1,8,2.05167263167339,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2122.86861837405,-1620.24822546405,-502.620392909997
22101,5.27536700042626,1.67948740274159,0.503968303898414,0.8,0.197570605249334,1,8,1.9921243436057,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2091.75540787555,-1616.70387825021,-475.051529625338
22201,5.10796866380766,0.918128842188339,0.513337498531138,0.8,0.206531294781215,1,8,2.01891113017553,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2120.62045935434,-1618.0931672697,-502.527292084644
22301,5.31099977966038,0.910790416677576,0.460557729141874,0.8,0.199270402252555,1,8,2.04341573212962,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2077.51878447121,-1619.70020582534,-457.818578645875
22401,5.6809371743951,0.177209165668888,0.545721735096537,0.8,0.217764525380141,1,8,1.85754946849177,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2111.78087932392,-1611.02387380153,-500.75700552239
22501,5.20117217809005,3.21508215166286,0.512062917009124,0.8,0.189054927978913,1,8,2.06327657155804,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2087.0577015234,-1646.44230973167,-440.615391791724
22601,5.00970882345894,2.46204966956146,0.54897634042281,0.8,0.185530677390585,1,8,1.9795873379191,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2078.30244915064,-1644.78781427207,-433.514634878566
22701,6.07185125922335,0.157542407055985,0.63820851246309,0.8,0.213988855385164,1,8,2.01161170190217,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2090.44524215073,-1652.45647766794,-437.988764482788
22801,5.36109035167891,0.745147797868188,0.444320814300398,0.8,0.20293100506437,1,8,1.92114888273855,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2088.94326460821,-1633.42028759126,-455.522977016949
22901,5.0996773894057,1.3895959909414,0.421592482720089,0.8,0.201480402834842,1,8,1.87357454803637,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2069.61647480477,-1596.85370864343,-472.762766161331
23001,4.64340367697804,2.476952107007,0.377698677140017,0.8,0.179425512891206,1,8,2.03647364052072,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2117.38157917056,-1635.16942216203,-482.212157008521
23101,5.25677315725318,0.708450061068276,0.435231104228044,0.8,0.19436699892944,1,8,1.97831336843206,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2088.59514864636,-1624.52340284604,-464.071745800318
23201,5.21945867783995,1.5657252814702,0.494684599143813,0.8,0.183173904170984,1,8,1.96057678410708,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2077.99945491306,-1626.75100722085,-451.248447692209
23301,5.4237329052567,1.31999075100621,0.589099452001282,0.8,0.190849311395493,1,8,2.08861569416286,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2084.88562881463,-1652.20204494701,-432.683583867613
23401,4.85396682663816,1.88752767919928,0.53208361117779,0.8,0.186806338820805,1,8,1.96249074012025,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2091.7578295629,-1639.49298812048,-452.264841442421
23501,5.18304164029119,1.30821612722429,0.445407505656605,0.8,0.204303036337685,1,8,1.88030571474097,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2070.13377052298,-1603.08584838367,-467.047922139314
23601,5.14552374399098,1.36508287957006,0.386056059385077,0.8,0.220306696244818,1,8,1.91927609313046,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2080.08611866321,-1611.77766337343,-468.308455289779
